uid,label,chi,start,end
lab_5_29,0,"[[  52.     583.999    2.972]
 [  53.     585.519    4.747]
 [  54.     587.04     6.522]
 ...
 [ 296.    1017.363  380.434]
 [ 297.    1019.3    381.874]
 [ 298.    1021.237  383.315]]",[583.999   2.972],[1021.237  383.315]
lab_5_30,0,"[[ 59.    104.708  15.214]
 [ 60.    105.935  17.082]
 [ 61.    107.162  18.95 ]
 ...
 [215.    305.387 278.297]
 [216.    306.693 280.051]
 [217.    307.998 281.805]]",[104.708  15.214],[307.998 281.805]
lab_5_31,0,"[[ 63.    229.015   5.109]
 [ 64.    230.375   6.693]
 [ 65.    231.734   8.276]
 ...
 [ 99.    279.928  63.354]
 [100.    281.466  65.05 ]
 [101.    283.004  66.746]]",[229.015   5.109],[283.004  66.746]
lab_5_32,0,"[[ 67.     14.783 470.189]
 [ 68.     15.974 471.615]
 [ 69.     17.166 473.04 ]
 ...
 [298.    302.807 771.494]
 [299.    304.045 772.758]
 [300.    305.283 774.022]]",[ 14.783 470.189],[305.283 774.022]
lab_5_33,0,"[[  74.     919.706  552.734]
 [  75.     921.66   554.177]
 [  76.     923.614  555.619]
 ...
 [ 125.    1016.741  620.801]
 [ 126.    1018.297  622.472]
 [ 127.    1019.852  624.142]]",[919.706 552.734],[1019.852  624.142]
lab_5_34,0,"[[ 87.      4.001 376.409]
 [ 88.      5.051 377.959]
 [ 89.      6.101 379.509]
 ...
 [298.    261.024 650.62 ]
 [299.    262.304 651.848]
 [300.    263.585 653.076]]",[  4.001 376.409],[263.585 653.076]
lab_5_35,0,"[[  95.       2.282  816.981]
 [  96.       3.283  817.933]
 [  97.       4.285  818.884]
 ...
 [ 291.     197.279 1015.496]
 [ 292.     197.824 1016.612]
 [ 293.     197.824 1016.612]]",[  2.282 816.981],[ 197.824 1016.612]
lab_5_36,0,"[[109.    334.133  20.601]
 [110.    335.736  22.379]
 [111.    337.339  24.157]
 ...
 [298.    636.986 337.855]
 [299.    638.726 339.395]
 [300.    640.466 340.935]]",[334.133  20.601],[640.466 340.935]
lab_5_37,0,"[[109.    321.966  72.101]
 [110.    323.109  73.45 ]
 [111.    324.252  74.799]
 ...
 [241.    478.051 247.24 ]
 [242.    479.258 248.504]
 [243.    480.466 249.768]]",[321.966  72.101],[480.466 249.768]
lab_5_38,0,"[[112.      2.668 305.826]
 [113.      3.954 307.397]
 [114.      5.239 308.969]
 ...
 [298.    237.14  566.715]
 [299.    238.404 568.104]
 [300.    239.668 569.493]]",[  2.668 305.826],[239.668 569.493]
lab_5_39,1,"[[ 114.       5.948  823.329]
 [ 115.       9.481  824.264]
 [ 116.      13.013  825.2  ]
 ...
 [ 264.     172.264 1008.534]
 [ 265.     173.008 1009.819]
 [ 266.     173.751 1011.104]]",[  5.948 823.329],[ 173.751 1011.104]
lab_5_40,0,"[[138.    559.61    3.188]
 [139.    561.268   4.823]
 [140.    562.925   6.458]
 ...
 [298.    834.656 260.418]
 [299.    836.394 262.009]
 [300.    838.133 263.599]]",[559.61    3.188],[838.133 263.599]
lab_5_41,0,"[[139.    128.001   4.576]
 [140.    129.223   6.465]
 [141.    130.446   8.354]
 ...
 [298.    335.203 257.138]
 [299.    336.519 258.69 ]
 [300.    337.835 260.243]]",[128.001   4.576],[337.835 260.243]
lab_5_42,1,"[[176.      4.668 112.576]
 [177.      7.168 118.276]
 [178.      9.668 123.976]
 ...
 [298.    114.104 243.467]
 [299.    112.636 245.522]
 [300.    111.168 247.576]]",[  4.668 112.576],[111.168 247.576]
lab_5_43,0,"[[177.      3.627 798.171]
 [178.      4.536 799.059]
 [179.      5.445 799.948]
 ...
 [278.    105.451 896.055]
 [279.    106.527 897.057]
 [280.    107.604 898.059]]",[  3.627 798.171],[107.604 898.059]
lab_5_44,0,"[[227.     55.393 952.954]
 [228.     56.41  953.816]
 [229.     57.428 954.677]
 ...
 [263.     93.507 988.156]
 [264.     94.612 989.263]
 [265.     95.717 990.371]]",[ 55.393 952.954],[ 95.717 990.371]
lab_5_45,0,"[[235.    252.544   6.672]
 [236.    254.113   8.505]
 [237.    255.681  10.339]
 ...
 [298.    355.258 122.029]
 [299.    357.151 123.851]
 [300.    359.044 125.672]]",[252.544   6.672],[359.044 125.672]
lab_5_46,0,"[[248.    244.137   5.468]
 [249.    245.46    7.243]
 [250.    246.782   9.018]
 ...
 [298.    310.67   88.521]
 [299.    311.896  90.257]
 [300.    313.122  91.994]]",[244.137   5.468],[313.122  91.994]
lab_5_47,0,"[[278.    683.167   6.111]
 [279.    684.682   7.675]
 [280.    686.197   9.239]
 ...
 [298.    713.463  37.393]
 [299.    714.978  38.957]
 [300.    716.493  40.521]]",[683.167   6.111],[716.493  40.521]
lab_6_0,0,"[[  1.    195.686  72.775]
 [  2.    195.669  72.769]
 [  3.    195.652  72.763]
 ...
 [298.    190.685  60.211]
 [299.    190.706  60.159]
 [300.    190.727  60.107]]",[195.686  72.775],[190.727  60.107]
lab_6_1,0,"[[  1.     67.311  87.858]
 [  2.     67.328  87.789]
 [  3.     67.345  87.72 ]
 ...
 [298.     64.158  81.669]
 [299.     64.705  81.203]
 [300.     65.251  80.737]]",[67.311 87.858],[65.251 80.737]
lab_6_2,0,"[[  1.    168.909 184.002]
 [  2.    168.886 183.957]
 [  3.    168.864 183.911]
 ...
 [298.    163.996 176.45 ]
 [299.    164.081 176.848]
 [300.    164.165 177.246]]",[168.909 184.002],[164.165 177.246]
lab_6_3,0,"[[  1.    807.824 132.995]
 [  2.    807.811 132.974]
 [  3.    807.798 132.952]
 ...
 [298.    804.824 127.995]
 [299.    804.824 127.995]
 [300.    804.824 127.995]]",[807.824 132.995],[804.824 127.995]
lab_6_4,0,"[[  1.    540.875  78.094]
 [  2.    540.907  78.081]
 [  3.    540.939  78.068]
 ...
 [298.    531.307  70.496]
 [299.    531.341  70.296]
 [300.    531.374  70.096]]",[540.875  78.094],[531.374  70.096]
lab_6_5,0,"[[1.000000e+00 2.712290e+02 1.014176e+03]
 [2.000000e+00 2.712000e+02 1.014147e+03]
 [3.000000e+00 2.711710e+02 1.014118e+03]
 ...
 [6.100000e+01 2.697290e+02 1.012676e+03]
 [6.200000e+01 2.697290e+02 1.012676e+03]
 [6.300000e+01 2.697290e+02 1.012676e+03]]",[ 271.229 1014.176],[ 269.729 1012.676]
lab_6_6,1,"[[1.000000e+00 1.585970e+02 7.284320e+02]
 [2.000000e+00 1.625970e+02 7.308490e+02]
 [3.000000e+00 1.665980e+02 7.332650e+02]
 ...
 [2.890000e+02 1.015594e+03 1.012701e+03]
 [2.900000e+02 1.018372e+03 1.013312e+03]
 [2.910000e+02 1.021150e+03 1.013923e+03]]",[158.597 728.432],[1021.15  1013.923]
lab_6_7,0,"[[  1.    206.17  322.665]
 [  2.    206.17  322.665]
 [  3.    206.17  322.665]
 ...
 [ 43.    206.17  322.665]
 [ 44.    206.17  322.665]
 [ 45.    206.17  322.665]]",[206.17  322.665],[206.17  322.665]
lab_6_8,0,"[[  1.    346.836  61.831]
 [  2.    346.753  61.827]
 [  3.    346.669  61.822]
 ...
 [298.    346.669  54.664]
 [299.    346.669  54.664]
 [300.    346.669  54.664]]",[346.836  61.831],[346.669  54.664]
lab_6_9,0,"[[  1.    377.77  879.628]
 [  2.    377.59  879.698]
 [  3.    377.41  879.768]
 ...
 [298.    356.437 878.491]
 [299.    356.416 878.497]
 [300.    356.395 878.503]]",[377.77  879.628],[356.395 878.503]
lab_6_10,0,"[[  1.    604.812 777.503]
 [  2.    604.882 777.46 ]
 [  3.    604.952 777.417]
 ...
 [298.    610.786 777.919]
 [299.    610.652 777.753]
 [300.    610.519 777.586]]",[604.812 777.503],[610.519 777.586]
lab_6_11,0,"[[1.000000e+00 3.614580e+02 7.450230e+02]
 [2.000000e+00 3.645580e+02 7.471560e+02]
 [3.000000e+00 3.676580e+02 7.492900e+02]
 ...
 [1.530000e+02 8.669570e+02 1.017794e+03]
 [1.540000e+02 8.705410e+02 1.019076e+03]
 [1.550000e+02 8.741240e+02 1.020357e+03]]",[361.458 745.023],[ 874.124 1020.357]
lab_6_12,0,"[[  1.    482.624 804.69 ]
 [  2.    482.714 804.703]
 [  3.    482.803 804.716]
 ...
 [298.    484.292 796.856]
 [299.    484.292 796.856]
 [300.    484.292 796.856]]",[482.624 804.69 ],[484.292 796.856]
lab_6_13,0,"[[1.000000e+00 7.154580e+02 3.836900e+02]
 [2.000000e+00 7.194580e+02 3.875790e+02]
 [3.000000e+00 7.234580e+02 3.914680e+02]
 ...
 [6.000000e+01 1.007131e+03 5.473040e+02]
 [6.100000e+01 1.012548e+03 5.490540e+02]
 [6.200000e+01 1.017965e+03 5.508040e+02]]",[715.458 383.69 ],[1017.965  550.804]
lab_6_14,0,"[[1.000000e+00 9.842030e+02 2.894760e+02]
 [2.000000e+00 9.878700e+02 2.931430e+02]
 [3.000000e+00 9.915360e+02 2.968090e+02]
 ...
 [6.000000e+00 1.011036e+03 3.075590e+02]
 [7.000000e+00 1.017536e+03 3.111420e+02]
 [8.000000e+00 1.019536e+03 3.141420e+02]]",[984.203 289.476],[1019.536  314.142]
lab_6_15,1,"[[1.000000e+00 9.588700e+01 4.851690e+02]
 [2.000000e+00 9.547000e+01 4.839610e+02]
 [3.000000e+00 9.505400e+01 4.827520e+02]
 ...
 [2.290000e+02 1.008449e+03 7.516060e+02]
 [2.300000e+02 1.013887e+03 7.491690e+02]
 [2.310000e+02 1.019012e+03 7.476690e+02]]",[ 95.887 485.169],[1019.012  747.669]
lab_6_16,0,"[[  1.    584.606 605.688]
 [  2.    584.601 605.65 ]
 [  3.    584.595 605.613]
 ...
 [298.    581.481 598.085]
 [299.    581.46  597.971]
 [300.    581.439 597.856]]",[584.606 605.688],[581.439 597.856]
lab_6_17,0,"[[  1.    941.523 548.271]
 [  2.    941.528 548.18 ]
 [  3.    941.533 548.088]
 ...
 [298.    940.523 536.021]
 [299.    940.523 536.021]
 [300.    940.523 536.021]]",[941.523 548.271],[940.523 536.021]
lab_6_18,0,"[[  1.    664.773 589.729]
 [  2.    664.773 589.729]
 [  3.    664.773 589.729]
 ...
 [ 43.    664.773 589.729]
 [ 44.    664.773 589.729]
 [ 45.    664.773 589.729]]",[664.773 589.729],[664.773 589.729]
lab_6_19,1,"[[  1.     55.148 629.479]
 [  2.     58.815 632.812]
 [  3.     62.481 636.146]
 ...
 [ 78.     62.065 697.646]
 [ 79.     62.981 698.312]
 [ 80.     63.898 698.979]]",[ 55.148 629.479],[ 63.898 698.979]
lab_6_20,0,"[[  1.    902.065 558.646]
 [  2.    901.933 558.65 ]
 [  3.    901.8   558.655]
 ...
 [285.    884.544 560.708]
 [286.    884.471 560.76 ]
 [287.    884.398 560.812]]",[902.065 558.646],[884.398 560.812]
lab_6_21,0,"[[  1.    468.065 391.646]
 [  2.    468.069 391.608]
 [  3.    468.073 391.571]
 ...
 [298.    461.46  385.765]
 [299.    461.43  385.748]
 [300.    461.399 385.73 ]]",[468.065 391.646],[461.399 385.73 ]
lab_6_22,1,"[[1.000000e+00 1.004810e+02 4.740210e+02]
 [2.000000e+00 1.061860e+02 4.780440e+02]
 [3.000000e+00 1.118900e+02 4.820660e+02]
 ...
 [2.190000e+02 6.363980e+02 1.007604e+03]
 [2.200000e+02 6.389810e+02 1.013021e+03]
 [2.210000e+02 6.417310e+02 1.019521e+03]]",[100.481 474.021],[ 641.731 1019.521]
lab_6_23,0,"[[1.000000e+00 9.785830e+02 1.279870e+02]
 [2.000000e+00 9.837940e+02 1.309090e+02]
 [3.000000e+00 9.890040e+02 1.338310e+02]
 ...
 [7.000000e+00 1.009847e+03 1.455200e+02]
 [8.000000e+00 1.015057e+03 1.484420e+02]
 [9.000000e+00 1.020268e+03 1.513640e+02]]",[978.583 127.987],[1020.268  151.364]
lab_6_24,0,"[[  1.    798.669 205.63 ]
 [  2.    803.734 205.087]
 [  3.    808.798 204.545]
 ...
 [ 30.    951.828 199.209]
 [ 31.    958.036 199.164]
 [ 32.    964.243 199.118]]",[798.669 205.63 ],[964.243 199.118]
lab_6_25,0,"[[   2.     552.606  688.354]
 [   3.     556.503  690.405]
 [   4.     560.401  692.457]
 ...
 [ 116.    1009.94   906.021]
 [ 117.    1013.94   906.688]
 [ 118.    1017.94   907.354]]",[552.606 688.354],[1017.94   907.354]
lab_6_26,0,"[[   2.     876.318  303.594]
 [   3.     881.401  306.344]
 [   4.     886.485  309.094]
 ...
 [  35.    1006.152  398.094]
 [  36.    1008.818  400.76 ]
 [  37.    1011.485  403.427]]",[876.318 303.594],[1011.485  403.427]
lab_6_27,0,"[[   2.     957.486  856.72 ]
 [   3.     961.904  858.347]
 [   4.     966.323  859.973]
 ...
 [  14.    1010.506  876.24 ]
 [  15.    1015.508  876.49 ]
 [  16.    1020.51   876.741]]",[957.486 856.72 ],[1020.51   876.741]
lab_6_28,0,"[[ 12.    762.402 507.481]
 [ 13.    762.393 507.521]
 [ 14.    762.384 507.561]
 ...
 [298.    759.168 507.409]
 [299.    759.253 507.414]
 [300.    759.338 507.418]]",[762.402 507.481],[759.338 507.418]
lab_6_29,1,"[[  35.     474.818  589.178]
 [  36.     480.755  590.865]
 [  37.     486.693  592.553]
 ...
 [ 284.    1003.152  854.927]
 [ 285.    1009.902  860.843]
 [ 286.    1016.652  866.76 ]]",[474.818 589.178],[1016.652  866.76 ]
lab_6_30,1,"[[  54.     795.823  573.081]
 [  55.     801.772  571.64 ]
 [  56.     807.722  570.198]
 ...
 [  89.    1006.856  525.535]
 [  90.    1012.942  523.114]
 [  91.    1019.027  520.693]]",[795.823 573.081],[1019.027  520.693]
lab_6_31,0,"[[ 76.    544.746  15.313]
 [ 77.    548.335  17.974]
 [ 78.    551.925  20.634]
 ...
 [160.    852.313 221.346]
 [161.    856.029 223.58 ]
 [162.    859.746 225.813]]",[544.746  15.313],[859.746 225.813]
lab_6_32,0,"[[ 88.    956.218 692.093]
 [ 89.    956.179 692.046]
 [ 90.    956.139 692.   ]
 ...
 [298.    952.466 690.356]
 [299.    953.144 689.803]
 [300.    953.823 689.251]]",[956.218 692.093],[953.823 689.251]
lab_6_33,1,"[[ 118.     509.237    7.23 ]
 [ 119.     515.506   11.501]
 [ 120.     521.775   15.772]
 ...
 [ 203.    1009.339  368.483]
 [ 204.    1012.59   369.985]
 [ 205.    1015.841  371.486]]",[509.237   7.23 ],[1015.841  371.486]
lab_6_34,0,"[[121.     11.679   8.251]
 [122.     13.79   10.473]
 [123.     15.901  12.696]
 ...
 [298.    474.596 430.335]
 [299.    477.262 432.835]
 [300.    479.929 435.335]]",[11.679  8.251],[479.929 435.335]
lab_6_35,1,"[[ 135.       2.906  809.67 ]
 [ 136.       9.658  810.421]
 [ 137.      17.661  811.172]
 ...
 [ 171.     129.701 1010.462]
 [ 172.     132.286 1016.498]
 [ 173.     134.872 1022.535]]",[  2.906 809.67 ],[ 134.872 1022.535]
lab_6_36,1,"[[ 136.       2.698  741.651]
 [ 137.       6.199  747.406]
 [ 138.      13.201  753.662]
 ...
 [ 182.     185.946 1008.482]
 [ 183.     187.53  1016.406]
 [ 184.     189.406 1022.411]]",[  2.698 741.651],[ 189.406 1022.411]
lab_6_37,0,"[[152.    200.079  18.229]
 [153.    203.235  21.496]
 [154.    206.39   24.762]
 ...
 [298.    721.163 427.48 ]
 [299.    724.954 429.855]
 [300.    728.746 432.23 ]]",[200.079  18.229],[728.746 432.23 ]
lab_6_38,1,"[[154.    228.746   5.146]
 [155.    228.996  10.396]
 [156.    229.246  13.771]
 ...
 [198.    272.246   8.771]
 [199.    271.996   7.146]
 [200.    272.746   4.396]]",[228.746   5.146],[272.746   4.396]
lab_6_39,0,"[[198.    404.541  13.189]
 [199.    405.958  18.939]
 [200.    407.374  24.689]
 ...
 [270.    651.541 398.589]
 [271.    657.041 404.689]
 [272.    657.041 404.689]]",[404.541  13.189],[657.041 404.689]
lab_6_40,0,"[[225.    491.291 268.439]
 [226.    495.72  271.653]
 [227.    500.148 274.868]
 ...
 [298.    899.624 362.272]
 [299.    905.958 361.606]
 [300.    912.291 360.939]]",[491.291 268.439],[912.291 360.939]
lab_6_41,0,"[[285.    917.207  94.356]
 [286.    921.907  95.356]
 [287.    926.607  96.356]
 ...
 [298.    975.207 106.856]
 [299.    978.582 107.981]
 [300.    981.957 109.106]]",[917.207  94.356],[981.957 109.106]
lab_7_0,0,"[[1.000000e+00 1.008280e+03 9.042300e+01]
 [2.000000e+00 1.010932e+03 8.651700e+01]
 [3.000000e+00 1.013584e+03 8.261100e+01]
 [4.000000e+00 1.016235e+03 7.870400e+01]
 [5.000000e+00 1.018887e+03 7.479800e+01]
 [6.000000e+00 1.021539e+03 7.089200e+01]]",[1008.28    90.423],[1021.539   70.892]
lab_7_1,0,"[[  1.    189.301 517.43 ]
 [  2.    191.12  514.911]
 [  3.    192.94  512.392]
 ...
 [218.    535.268  11.756]
 [219.    538.28    7.77 ]
 [220.    541.293   3.785]]",[189.301 517.43 ],[541.293   3.785]
lab_7_2,0,"[[   8.     447.364 1018.856]
 [   9.     450.207 1014.514]
 [  10.     453.051 1010.172]
 ...
 [ 198.    1016.184  227.869]
 [ 199.    1019.036  223.762]
 [ 200.    1021.888  219.656]]",[ 447.364 1018.856],[1021.888  219.656]
lab_7_3,0,"[[ 12.    271.782 321.413]
 [ 13.    274.139 318.252]
 [ 14.    276.496 315.092]
 ...
 [106.    509.746  12.224]
 [107.    511.68    9.153]
 [108.    513.615   6.081]]",[271.782 321.413],[513.615   6.081]
lab_7_4,0,"[[  12.     900.964  293.452]
 [  13.     903.699  289.98 ]
 [  14.     906.434  286.508]
 ...
 [  47.     999.587  165.249]
 [  48.    1001.81   161.911]
 [  49.    1004.034  158.572]]",[900.964 293.452],[1004.034  158.572]
lab_7_5,0,"[[  12.     738.603  514.051]
 [  13.     741.238  509.911]
 [  14.     743.873  505.771]
 ...
 [ 110.    1012.458  141.742]
 [ 111.    1015.21   138.014]
 [ 112.    1017.962  134.286]]",[738.603 514.051],[1017.962  134.286]
lab_7_6,0,"[[ 147.       9.068 1020.982]
 [ 148.      11.696 1016.753]
 [ 149.      14.324 1012.524]
 ...
 [ 179.      87.383  892.194]
 [ 180.      89.885  888.354]
 [ 181.      92.387  884.515]]",[   9.068 1020.982],[ 92.387 884.515]
lab_7_7,0,"[[ 211.     816.759 1018.092]
 [ 212.     821.012 1011.832]
 [ 213.     825.265 1005.572]
 ...
 [ 279.    1016.701  725.779]
 [ 280.    1019.481  721.958]
 [ 281.    1021.232  718.578]]",[ 816.759 1018.092],[1021.232  718.578]
lab_7_8,0,"[[ 224.     396.508 1019.555]
 [ 225.     399.649 1014.819]
 [ 226.     402.789 1010.083]
 ...
 [ 428.    1014.538  158.221]
 [ 429.    1017.54   153.776]
 [ 430.    1020.542  149.332]]",[ 396.508 1019.555],[1020.542  149.332]
lab_7_9,0,"[[259.    291.187 572.475]
 [260.    293.841 568.57 ]
 [261.    296.495 564.666]
 ...
 [403.    690.877  10.169]
 [404.    693.713   7.165]
 [405.    696.548   4.16 ]]",[291.187 572.475],[696.548   4.16 ]
lab_7_10,0,"[[264.      3.656 695.753]
 [265.      6.491 691.765]
 [266.      9.327 687.777]
 ...
 [441.    493.131   8.252]
 [442.    496.855   5.248]
 [443.    500.58    2.243]]",[  3.656 695.753],[500.58    2.243]
lab_7_11,0,"[[287.      4.407 107.115]
 [288.      6.809 103.242]
 [289.      9.21   99.369]
 ...
 [313.     69.408  11.391]
 [314.     71.932   7.755]
 [315.     74.455   4.119]]",[  4.407 107.115],[74.455  4.119]
lab_7_12,0,"[[ 362.     870.994  997.189]
 [ 363.     873.616  993.137]
 [ 364.     876.239  989.084]
 ...
 [ 415.    1014.427  785.062]
 [ 416.    1018.179  781.932]
 [ 417.    1021.181  777.759]]",[870.994 997.189],[1021.181  777.759]
lab_7_13,0,"[[ 395.     882.727 1019.039]
 [ 396.     885.11  1016.654]
 [ 397.     887.492 1014.27 ]
 ...
 [ 450.     995.915  872.529]
 [ 451.     999.029  868.412]
 [ 452.    1002.142  864.294]]",[ 882.727 1019.039],[1002.142  864.294]
lab_7_14,0,"[[405.      4.957  82.977]
 [406.      7.987  78.998]
 [407.     11.017  75.02 ]
 ...
 [423.     57.159  12.365]
 [424.     59.661   8.609]
 [425.     62.163   4.853]]",[ 4.957 82.977],[62.163  4.853]
lab_7_15,1,"[[ 408.     613.792 1020.875]
 [ 409.     616.836 1016.702]
 [ 410.     619.88  1012.528]
 ...
 [ 450.     753.916  838.308]
 [ 451.     761.032  834.191]
 [ 452.     768.148  830.073]]",[ 613.792 1020.875],[768.148 830.073]
lab_8_0,0,"[[  1.     26.047 242.425]
 [  2.     28.458 238.601]
 [  3.     30.868 234.777]
 ...
 [ 61.    168.301  11.015]
 [ 62.    170.641   7.156]
 [ 63.    172.981   3.297]]",[ 26.047 242.425],[172.981   3.297]
lab_8_1,0,"[[1.000000e+00 7.435400e+02 4.474150e+02]
 [2.000000e+00 7.456860e+02 4.439090e+02]
 [3.000000e+00 7.478320e+02 4.404040e+02]
 ...
 [1.230000e+02 1.013892e+03 2.324600e+01]
 [1.240000e+02 1.016144e+03 1.974000e+01]
 [1.250000e+02 1.018395e+03 1.623500e+01]]",[743.54  447.415],[1018.395   16.235]
lab_8_2,0,"[[  1.    145.379 288.665]
 [  2.    145.479 288.552]
 [  3.    145.579 288.44 ]
 ...
 [341.    173.38  245.321]
 [342.    173.472 245.208]
 [343.    173.564 245.096]]",[145.379 288.665],[173.564 245.096]
lab_8_3,1,"[[  1.    563.333 314.038]
 [  2.    556.995 307.361]
 [  3.    555.327 297.345]
 ...
 [ 28.    442.498  22.077]
 [ 29.    435.743  18.321]
 [ 30.    431.24    9.557]]",[563.333 314.038],[431.24    9.557]
lab_8_4,0,"[[   6.     900.204  281.991]
 [   7.     902.568  278.523]
 [   8.     904.932  275.055]
 ...
 [  55.    1014.259  113.081]
 [  56.    1016.022  109.981]
 [  57.    1017.785  106.881]]",[900.204 281.991],[1017.785  106.881]
lab_8_5,0,"[[ 14.      7.494 999.74 ]
 [ 15.      9.039 996.583]
 [ 16.     10.583 993.426]
 ...
 [340.    590.227  12.014]
 [341.    592.229   9.009]
 [342.    594.23    6.004]]",[  7.494 999.74 ],[594.23    6.004]
lab_8_6,0,"[[  49.     850.387 1020.652]
 [  50.     856.175 1015.389]
 [  51.     861.964 1010.126]
 ...
 [  76.    1007.495  877.759]
 [  77.    1013.166  872.5  ]
 [  78.    1018.836  867.242]]",[ 850.387 1020.652],[1018.836  867.242]
lab_8_7,0,"[[  58.     550.805 1009.593]
 [  59.     552.25  1006.996]
 [  60.     553.696 1004.4  ]
 ...
 [ 347.    1018.627  234.87 ]
 [ 348.    1020.461  233.034]
 [ 349.    1020.461  233.034]]",[ 550.805 1009.593],[1020.461  233.034]
lab_8_8,0,"[[ 142.     382.147 1022.807]
 [ 143.     384.536 1018.499]
 [ 144.     386.924 1014.191]
 ...
 [ 380.     990.619   10.264]
 [ 381.     992.926    6.23 ]
 [ 382.     995.233    2.196]]",[ 382.147 1022.807],[995.233   2.196]
lab_8_9,0,"[[227.      4.769 639.056]
 [228.      6.974 634.864]
 [229.      9.179 630.672]
 ...
 [376.    368.141  12.726]
 [377.    370.79    8.474]
 [378.    373.439   4.222]]",[  4.769 639.056],[373.439   4.222]
lab_8_10,0,"[[339.    461.291 989.109]
 [340.    463.656 984.556]
 [341.    466.022 980.004]
 ...
 [450.    742.803 498.791]
 [451.    745.447 494.424]
 [452.    748.091 490.058]]",[461.291 989.109],[748.091 490.058]
lab_9_0,1,"[[  1.    537.144 247.636]
 [  2.    537.422 243.636]
 [  3.    537.7   239.636]
 ...
 [202.     89.561  14.136]
 [203.     86.561   9.136]
 [204.     83.561   4.136]]",[537.144 247.636],[83.561  4.136]
lab_9_1,0,"[[  1.    310.977 170.178]
 [  2.    310.769 170.314]
 [  3.    310.56  170.449]
 ...
 [299.    310.781 174.934]
 [300.    310.837 174.462]
 [301.    310.892 173.99 ]]",[310.977 170.178],[310.892 173.99 ]
